is_dad_joke,dad_joke
1,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.
1,What does a female snake use for support? A co-Bra!
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,Did you hear about the runner who was criticized? He just took it in stride
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,What did one nut say as he chased another nut?  I'm a cashew!
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,What did one nut say as he chased another nut?  I'm a cashew!
1,The shovel was a ground-breaking invention.
1,Why are fish easy to weigh? Because they have their own scales.
1,Ben & Jerry's really need to improve their operation. The only way to get there is down a rocky road.
1,"What's the difference between a seal and a sea lion?
An ion!"
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"Two guys walked into a bar, the third one ducked."
1,How does a dyslexic poet write? Inverse.
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,What do you call a dictionary on drugs? High definition.
1,"If two vegans are having an argument, is it still considered beef?"
1,I’m on a whiskey diet. I’ve lost three days already.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.
1,"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me."
1,Why didn't the number 4 get into the nightclub? Because he is 2 square.
1,What cheese can never be yours? Nacho cheese.
1,A book just fell on my head. I only have my shelf to blame.
1,People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,How come a man driving a train got struck by lightning? He was a good conductor.
1,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere."
1,They're making a movie about clocks. It's about time
1,Why did the half blind man fall in the well? Because he couldn't see that well!
1,"If at first you don't succeed, sky diving is not for you!"
1,What kind of dog lives in a particle accelerator? A Fermilabrador Retriever.
1,Dad I’m hungry’ … ‘Hi hungry I’m dad
1,What do I look like? A JOKE MACHINE!?
1,Why are skeletons so calm? Because nothing gets under their skin.
1,"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle."
1,Why did the A go to the bathroom and come out as an E? Because he had a vowel movement.
1,I was thinking about moving to Moscow but there is no point Russian into things.
1,I heard there was a new store called Moderation. They have everything there
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,How do you find Will Smith in the snow?  Look for fresh prints.
1,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse."
1,What do you get hanging from Apple trees? Sore arms.
1,"As I suspected, someone has been adding soil to my garden. The plot thickens."
1,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
1,Have you heard about corduroy pillows?  They're making headlines!
1,What did the mountain climber name his son? Cliff.
1,Where does batman go to the bathroom? The batroom.
1,What did the pirate say on his 80th birthday? Aye Matey!
1,I went on a date last night with a girl from the zoo. It was great. She’s a keeper.
1,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
1,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’"
1,"There’s a new type of broom out, it’s sweeping the nation."
1,Q: What’s 50 Cent’s name in Zimbabwe? A: 200 Dollars.
1,"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am."
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,I made a belt out of watches once... It was a waist of time.
1,Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat.
1,"A panda walks into a bar and says to the bartender “I’ll have a Scotch and . . . . . . . . . . . . . . Coke thank you”. 

“Sure thing” the bartender replies and asks “but what’s with the big pause?” 

The panda holds up his hands and says “I was born with them”"
1,What do you call a group of killer whales playing instruments? An Orca-stra.
1,What’s the difference between an African elephant and an Indian elephant? About 5000 miles.
1,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,"Our wedding was so beautiful, even the cake was in tiers."
1,I had a dream that I was a muffler last night. I woke up exhausted!
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,Why is the ocean always blue? Because the shore never waves back.
1,Don't buy flowers at a monastery. Because only you can prevent florist friars.
1,A termite walks into a bar and asks “Is the bar tender here?”
1,Why do mathematicians hate the U.S.? Because it's indivisible.
1,I was fired from the keyboard factory yesterday.  I wasn't putting in enough shifts.
1,"I thought my wife was joking when she said she'd leave me if I didn't stop signing ""I'm A Believer""... Then I saw her face."
1,Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.
1,Why did the girl smear peanut butter on the road? To go with the traffic jam.
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,Why do bears have hairy coats? Fur protection.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline."
1,"I was wondering why the frisbee was getting bigger, then it hit me."
1,What did the ocean say to the beach? Thanks for all the sediment.
1,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,Do I enjoy making courthouse puns? Guilty
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,Why did the half blind man fall in the well? Because he couldn't see that well!
1,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
1,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."
1,"*Reversing the car* ""Ah, this takes me back"""
1,What do you get when you cross a snowman with a vampire? Frostbite.
1,People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.
1,"It’s hard to explain puns to kleptomaniacs, because they take everything literally."
1,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day."
1,I am terrified of elevators. I’m going to start taking steps to avoid them.
1,Why did the belt go to prison? He held up a pair of pants!
1,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you."
1,What did the pirate say on his 80th birthday? Aye Matey!
1,"When you have a bladder infection, urine trouble."
1,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,What do you call a cow with two legs? Lean beef.
1,Where does batman go to the bathroom? The batroom.
1,How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
1,I'm tired of following my dreams. I'm just going to ask them where they are going and meet up with them later.
1,How do you steal a coat? You jacket.
1,"I asked a frenchman if he played video games. He said ""Wii"""
1,"I got a reversible jacket for Christmas, I can't wait to see how it turns out."
1,How many South Americans does it take to change a lightbulb? A Brazilian
1,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,Why did the tomato blush? Because it saw the salad dressing.
1,Why do wizards clean their teeth three times a day? To prevent bat breath!
1,"I was wondering why the frisbee was getting bigger, then it hit me."
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,"If two vegans are having an argument, is it still considered beef?"
1,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
1,I went on a date last night with a girl from the zoo. It was great. She’s a keeper.
1,"Remember, the best angle to approach a problem from is the ""try"" angle."
1,What’s Forest Gump’s Facebook password? 1forest1
1,"As I suspected, someone has been adding soil to my garden. The plot thickens."
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,"""I'm sorry."" ""Hi sorry, I'm dad"""
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,"Man, I really love my furniture... me and my recliner go way back."
1,How many South Americans does it take to change a lightbulb? A Brazilian
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,"Wife: Honey I’m pregnant.

Me: Well…. what do we do now?

Wife: Well, I guess we should go to a baby doctor.

Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor."
1,People are making apocalypse jokes like there’s no tomorrow.
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,A cannibal is someone who is fed up with people.
1,Why did the coffee file a police report? It got mugged.
1,A steak pun is a rare medium well done.
1,"Two parrots are sitting on a perch. One turns to the other and asks, ""do you smell fish?"""
1,‘Put the cat out’ … ‘I didn’t realize it was on fire
1,Two dyslexics walk into a bra.
1,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
1,Why didn't the number 4 get into the nightclub? Because he is 2 square.
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,Why do crabs never give to charity? Because they’re shellfish.
1,Why didn't the number 4 get into the nightclub? Because he is 2 square.
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,What did the 0 say to the 8? Nice belt.
1,"Two guys walked into a bar, the third one ducked."
1,What did the grape do when he got stepped on? He let out a little wine.
1,"I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse."
1,"Shout out to my grandma, that's the only way she can hear."
1,What do you call an elephant that doesn’t matter? An irrelephant.
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,Did you hear the joke about the wandering nun? She was a roman catholic.
1,Don't buy flowers at a monastery. Because only you can prevent florist friars.
1,"What did the ocean say to the shore? Nothing, it just waved."
1,Why did the girl smear peanut butter on the road? To go with the traffic jam.
1,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline."
1,What did the Red light say to the Green light? Don't look at me I'm changing!
1,Why do you never see elephants hiding in trees? Because they're so good at it.
1,What do you get when you cross a chicken with a skunk? A fowl smell!
1,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
1,What's the best thing about elevator jokes? They work on so many levels.
1,What did the 0 say to the 8? Nice belt.
1,"Two guys walked into a bar, the third one ducked."
1,Why was Santa's little helper feeling depressed? Because he has low elf esteem.
1,How do you steal a coat? You jacket.
1,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.
1,What lies at the bottom of the ocean and twitches? A nervous wreck.
1,How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
1,"If at first you don't succeed, sky diving is not for you!"
1,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
1,"It’s hard to explain puns to kleptomaniacs, because they take everything literally."
1,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
1,How do you get two whales in a car? Start in England and drive West.
1,I was thinking about moving to Moscow but there is no point Russian into things.
1,I wish I could clean mirrors for a living. It's just something I can see myself doing.
1,Why did the cookie cry? It was feeling crumby.
1,What’s E.T. short for? He’s only got little legs.
1,Where’s the bin? Dad: I haven’t been anywhere!
1,What is the tallest building in the world? The library – it’s got the most stories!
1,A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.
1,"As I suspected, someone has been adding soil to my garden. The plot thickens."
1,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
1,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."
1,"""Dad, I'm cold.""
""Go stand in the corner, I hear it's 90 degrees."""
1,"Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore."
1,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
1,"How do you tell the difference between a frog and a horny toad? A frog says, ‘Ribbit, ribbit’ and a horny toad says, ‘Rub it, rub it.’"
1,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"
1,How come the stadium got hot after the game? Because all of the fans left.
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,Did you hear that David lost his ID in prague? Now we just have to call him Dav.
1,Atheism is a non-prophet organisation.
1,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.
1,"I used to be addicted to the hokey pokey, but I turned myself around."
1,How do you make holy water? You boil the hell out of it.
1,How come a man driving a train got struck by lightning? He was a good conductor.
1,Where do bees go to the bathroom?  The BP station.
1,What biscuit does a short person like? Shortbread.
1,What do you call an alligator in a vest? An in-vest-igator!
1,"I went to a book store and asked the saleswoman where the Self Help section was, she said if she told me it would defeat the purpose."
1,The shovel was a ground-breaking invention.
1,It doesn't matter how much you push the envelope. It will still be stationary.
1,"Want to hear a joke about construction? Nah, I'm still working on it."
1,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you"""
1,They laughed when I said I wanted to be a comedian – they’re not laughing now.
1,"Im planning on stealing an indoor head garment, but dont tell anyone because it's an inside hijab."
1,"I fear for the calendar, it’s days are numbered."
1,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.
1,Do I enjoy making courthouse puns? Guilty
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,How does a French skeleton say hello? Bone-jour.
1,Just read a few facts about frogs. They were ribbiting.
1,What did the mountain climber name his son? Cliff.
1,Why do choirs keep buckets handy? So they can carry their tune
1,Why do crabs never give to charity? Because they’re shellfish.
1,Sore throats are a pain in the neck!
1,"To be Frank, I'd have to change my name."
1,How do you get two whales in a car? Start in England and drive West.
1,What do you call a crowd of chess players bragging about their wins in a hotel lobby? Chess nuts boasting in an open foyer.
1,Where does batman go to the bathroom? The batroom.
1,"Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""
1,Did you hear about the blind circumciser... he got the sack.
1,Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,What did one nut say as he chased another nut?  I'm a cashew!
1,What do you call an Argentinian with a rubber toe? Roberto
1,Did you hear about the Mexican train killer? He had loco motives
1,I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.
1,"A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”"
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,People who don't eat gluten are really going against the grain.
1,What do you call a nervous javelin thrower? Shakespeare.
1,"I used to be a banker, but I lost interest."
1,You know what they say about cliffhangers...
1,Did you hear the joke about the wandering nun? She was a roman catholic.
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,What time did the man go to the dentist? Tooth hurt-y.
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,Leather is great for sneaking around because it's made of hide.
1,What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome
1,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"
1,What kind of magic do cows believe in? MOODOO.
1,Sore throats are a pain in the neck!
1,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
1,I’m on a whiskey diet. I’ve lost three days already.
1,Where did you learn to make ice cream? Sunday school.
1,"Hostess: Do you have a preference of where you sit?
Dad: Down."
1,People who don't eat gluten are really going against the grain.
1,Why do crabs never give to charity? Because they’re shellfish.
1,"What do you do when you see a space man?
Park your car, man."
1,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back."
1,I used to work for a soft drink can crusher. It was soda pressing.
1,People who don't eat gluten are really going against the grain.
1,What do you call a cow with two legs? Lean beef.
1,Why do bees hum? Because they don't know the words.
1,Two peanuts were walking down the street. One was a salted.
1,"When my wife told me to stop impersonating a flamingo, I had to put my foot down."
1,"What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?"
1,It doesn't matter how much you push the envelope. It will still be stationary.
1,"I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position."
1,Why did the house go to the doctor? It was having window panes.
1,How many South Americans does it take to change a lightbulb? A Brazilian
1,Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day.
1,What does a clock do when it's hungry? It goes back four seconds!
1,Why do birds fly south for the winter? Because it's too far to walk.
1,Why did the A go to the bathroom and come out as an E? Because he had a vowel movement.
1,What did the ocean say to the beach? Thanks for all the sediment.
1,How do you make holy water? You boil the hell out of it.
1,Why did the tomato blush? Because it saw the salad dressing.
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,What biscuit does a short person like? Shortbread.
1,What did the mountain climber name his son? Cliff.
1,What do you call a bee that lives in America? A USB.
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,Have you heard about corduroy pillows?  They're making headlines!
1,I used to work for a soft drink can crusher. It was soda pressing.
1,"I used to be a banker, but I lost interest."
1,Why do you never see elephants hiding in trees? Because they're so good at it.
1,"Hostess: Do you have a preference of where you sit?
Dad: Down."
1,Comedians who tell one too many lightbulb jokes soon burn out.
1,Don't buy flowers at a monastery. Because only you can prevent florist friars.
1,What does a clock do when it's hungry? It goes back four seconds!
1,Why do crabs never give to charity? Because they’re shellfish.
1,I was in an 80's band called the prevention. We were better than the cure.
1,"I fear for the calendar, it’s days are numbered."
1,Whoever invented the knock-knock joke should get a no bell prize.
1,Do I enjoy making courthouse puns? Guilty
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,"*Reversing the car* ""Ah, this takes me back"""
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.
1,Why was ten scared of seven? Because seven ate nine.
1,What do you call a troublesome Canadian high schooler? A poutine.
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,"The first time I got a universal remote control I thought to myself, ""This changes everything"""
1,"If at first you don't succeed, sky diving is not for you!"
1,Why are fish easy to weigh? Because they have their own scales.
1,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."
1,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
1,Why didn’t the skeleton cross the road? Because he had no guts.
1,Why did the house go to the doctor? It was having window panes.
1,What's the difference between a poorly dressed man on a tricycle and a well dressed man on a bicycle? Attire.
1,What’s brown and sounds like a bell? Dung!
1,"If two vegans are having an argument, is it still considered beef?"
1,To the guy who invented zero... thanks for nothing.
1,"To be Frank, I'd have to change my name."
1,I am terrified of elevators. I’m going to start taking steps to avoid them.
1,"My cat was just sick on the carpet, I don’t think it’s feline well."
1,Why is the ocean always blue? Because the shore never waves back.
1,“My Dog has no nose.” “How does he smell?” “Awful”
1,What is the hardest part about sky diving? The ground.
1,What do you call a fake noodle? An impasta.
1,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
1,Why do wizards clean their teeth three times a day? To prevent bat breath!
1,What do you call cheese by itself? Provolone.
1,How do you fix a broken pizza? With tomato paste.
1,What do you call a group of killer whales playing instruments? An Orca-stra.
1,Ben & Jerry's really need to improve their operation. The only way to get there is down a rocky road.
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
1,What kind of magic do cows believe in? MOODOO.
1,Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.
1,"I gave all my dead batteries away today, free of charge."
1,"Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself."
1,What do you call an alligator in a vest? An in-vest-igator!
1,What do you call an alligator in a vest? An in-vest-igator!
1,Milk is also the fastest liquid on earth – its pasteurized before you even see it
1,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you."
1,How does a dyslexic poet write? Inverse.
1,Why did the coffee file a police report? It got mugged.
1,What does a pirate pay for his corn? A buccaneer!
1,"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible."
1,Have you heard about corduroy pillows?  They're making headlines!
1,Where do bees go to the bathroom?  The BP station.
1,My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.
1,Two dyslexics walk into a bra.
1,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there."
1,Why didn't the number 4 get into the nightclub? Because he is 2 square.
1,"I thought my wife was joking when she said she'd leave me if I didn't stop signing ""I'm A Believer""... Then I saw her face."
1,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."
1,"Mahatma Gandhi, as you know, walked barefoot most of the time, which produced an impressive set of calluses on his feet. 
He also ate very little, which made him rather frail and with his odd diet, he suffered from bad breath. 
This made him a super calloused fragile mystic hexed by halitosis."
1,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
1,Why did the scarecrow win an award? Because he was outstanding in his field.
1,Which side of the chicken has more feathers? The outside.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,"If two vegans are having an argument, is it still considered beef?"
1,Why do valley girls hang out in odd numbered groups? Because they can't even.
1,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it."
1,I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.
1,What's brown and sticky? A stick.
1,What did the late tomato say to the early tomato? I’ll ketch up
1,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there."
1,Why was the big cat disqualified from the race? Because it was a cheetah.
1,Why was ten scared of seven? Because seven ate nine.
1,They're making a movie about clocks. It's about time
1,What did the Red light say to the Green light? Don't look at me I'm changing!
1,What's orange and sounds like a parrot? A Carrot.
1,Why does a Moon-rock taste better than an Earth-rock? Because it's a little meteor.
1,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day."
1,A Skeleton walked into a bar he said I need a beer and a mop
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,I wear a stethoscope so that in a medical emergency I can teach people a valuable lesson about assumptions.
1,"I was wondering why the frisbee was getting bigger, then it hit me."
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
1,Ever wondered why bees hum? It's because they don't know the words.
1,"What's the worst part about being a cross-eyed teacher?

They can't control their pupils."
1,"If you want a job in the moisturizer industry, the best advice I can give is to apply daily."
1,"Im planning on stealing an indoor head garment, but dont tell anyone because it's an inside hijab."
1,What do you call a fly without wings? A walk.
1,What is the leading cause of dry skin? Towels
1,What do you call a fake noodle? An impasta.
1,Whiteboards ... are remarkable.
1,Why couldn't the kid see the pirate movie? Because it was rated arrr!
1,This is my step ladder. I never knew my real ladder.
1,Why do wizards clean their teeth three times a day? To prevent bat breath!
1,Why couldn't the kid see the pirate movie? Because it was rated arrr!
1,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
1,How do the trees get on the internet? They log on.
1,You know what they say about cliffhangers...
1,What did one snowman say to the other snow man? Do you smell carrot?
1,Why couldn't the kid see the pirate movie? Because it was rated arrr!
1,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you."
1,Why can't your nose be 12 inches long? Because then it'd be a foot!
1,What did the late tomato say to the early tomato? I’ll ketch up
1,"This furniture store keeps emailing me, all I wanted was one night stand!"
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,Want to hear a chimney joke? Got stacks of em! First one's on the house
1,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
1,Why was the broom late for the meeting? He overswept.
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,What does a pirate pay for his corn? A buccaneer!
1,What do you call a cow with two legs? Lean beef.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,What do you call a sheep with no legs? A cloud.
1,"If at first you don't succeed, sky diving is not for you!"
1,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,What was a more important invention than the first telephone? The second one.
1,"Mahatma Gandhi, as you know, walked barefoot most of the time, which produced an impressive set of calluses on his feet. 
He also ate very little, which made him rather frail and with his odd diet, he suffered from bad breath. 
This made him a super calloused fragile mystic hexed by halitosis."
1,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.
1,How do the trees get on the internet? They log on.
1,I’m reading a book on the history of glue – can’t put it down.
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,Toasters were the first form of pop-up notifications.
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,Why are pirates called pirates? Because they arrr!
1,What does a clock do when it's hungry? It goes back four seconds!
1,Have you heard about corduroy pillows?  They're making headlines!
1,What do you call a girl between two posts? Annette.
1,Why do bees hum? Because they don't know the words.
1,When does a joke become a dad joke? When it becomes apparent.
1,Did you hear that the police have a warrant out on a midget psychic ripping people off? It reads “Small medium at large.”
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,"If at first you don't succeed, sky diving is not for you!"
1,Why is Peter Pan always flying? Because he Neverlands.
1,Yesterday a clown held a door open for me. I thought it was a nice jester.
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,Where do bees go to the bathroom?  The BP station.
1,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’"
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"
1,Velcro… What a rip-off.
1,I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.
1,Slept like a log last night … woke up in the fireplace.
1,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady."
1,Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan.
1,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff."
1,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it."
1,"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!”"
1,"Did you hear about the kidnapping at school? It's ok, he woke up."
1,Ever wondered why bees hum? It's because they don't know the words.
1,"I'm glad I know sign language, it's pretty handy."
1,How do the trees get on the internet? They log on.
1,How do you steal a coat? You jacket.
1,I’m on a whiskey diet. I’ve lost three days already.
1,What does a pirate pay for his corn? A buccaneer!
1,Why didn’t the skeleton cross the road? Because he had no guts.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,"Why couldn't the lifeguard save the hippie? He was too far out, man."
1,"Im planning on stealing an indoor head garment, but dont tell anyone because it's an inside hijab."
1,"Can February march? No, but April may."
1,Slept like a log last night … woke up in the fireplace.
1,"Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,What did the Zen Buddist say to the hotdog vendor? Make me one with everything.
1,Why did the girl smear peanut butter on the road? To go with the traffic jam.
1,What did the Red light say to the Green light? Don't look at me I'm changing!
1,Why didn’t the skeleton cross the road? Because he had no guts.
1,Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
1,What did the ocean say to the beach? Thanks for all the sediment.
1,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you."
1,What's blue and not very heavy?  Light blue.
1,Bad at golf? Join the club.
1,"I got a reversible jacket for Christmas, I can't wait to see how it turns out."
